"App Information","Informazioni App"
"App model not loaded.","Modello App non caricato"
"App Name","Nome App"
"App Stores","App Stores"
"App Submission History","Presentazione Storia App"
"App Title","Titolo App"
"App with specified code does not exist.","App con il codice indicato non esiste"
"Appears in the info section of your app (example:  Copyright 2010 – Your Company, Inc.)","Appare nella sezione informazioni del tuo App (esempio:  Copyright 2010 – Your Company, Inc.)"
"Application","Applicazione"
"Application Key","Codice applicazione"
"Application Master Secret","Applicazione Master Secret"
"Application Name","Nome applicazione"
"Application Secret","Applicazione segreta"
"Are you sure you want to delete this theme? This change will affect all applications.","Sicuro di voler rimuovere questo tema? Questo cambiamento avrà effetti su tutte le applicazioni "
"Are you sure you want to do this?","Sei sicuro di voler procedere?"
"Are you sure you whant to cancel a message?","Sei sicuro di voler cancellare il messaggio?"
"Are you sure you whant to delete a message?","Sei sicuro di voler eliminare il messaggio?"
"Are you sure you what to cancel selected records?","Sei sicuro di voler cancellare le registrazioni?"
"Are you sure you what to delete selected records?","Sei sicuro di voler eliminare le registrazioni?"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","Come Cliente Magento Urban Airship ti offre Notifiche Push illimitate e Rich Push per 100$/anno e 60 giorni di prova"
"At last one application has to be created.","Deve essere creato all\'ultima applicazione."
"Authentication complete.","Autenticazione completata"
"Back","Indietro"
"Back to App Edit","Indietro a  Modifica App "
"Background Color","Colore sfondo"
"Balance","Bilancio"
"Balance Change","Cambia Bilancio"
"Balance History","Cronologia Bilancio"
"Banner on Home Screen","Banner nella schermata iniziale"
"Banner on Home Screen (landscape mode) image missing.","Banner nella schermata iniziale (modalità paesaggio) immagine mancante"
"Banner on Home Screen (portrait mode) image missing.","Banner nella schermata iniziale (modalità ritratto) immagine mancante"
"Banner on Home Screen <br />(landscape mode)","Banner nella schermata iniziale <br />(modalità paesaggio)"
"Banner on Home Screen <br />(portrait mode)","Banner nella schermata iniziale <br />(modalità ritratto)"
"Banner on Home Screen image missing.","Immagine banner schermata iniziale mancante."
"Billing Address","Indirizzo di Fatturazione"
"Billing address has been set.","Indirizzo di fatturazione impostato."
"Buy %1$s for %2$s","Compra %1$s per %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Compra %1$s per %2$s (%3$s tasse incluse) l\'uno"
"Buy %1$s for %2$s each","Compra %1$s per  %2$s l\'uno"
"Buy %1$s with %2$s discount each","Compra %1$s con %2$s di sconto ciascuno"
"Buyer country is not allowed by store.","Il paese del compratore non è consentito dal negozio."
"Cache Lifetime (seconds)","Durata cache (secondi)"
"Cache Management","Gestione cache"
"Can\'t add item to shopping cart.","Impossibile aggiungere l\'oggetto al carrello."
"Can\'t apply the coupon code.","Impossibile utilizzare il codice coupon."
"Can\'t copy file """"%s"""" to """"%s"""".","Impossibile copiare il file """"%s"""" in """"%s""""."
"Can\'t create wishlist.","Impossibile creare la wishlist."
"Can\'t delete """"%s"""" theme.","Impossibile eliminare il tema """"%s""""."
"Can\'t load application with id """"%s""""","Impossibile caricare l\'applicazione con id """"%s"""""
"Can\'t load cart info.","Impossibile aggiornare le informazioni del carrello."
"Can\'t load cart.","Impossibile caricare il carrello."
"Can\'t load customer form.","Impossibile caricare il form cliente."
"Can\'t load default themes.","Impossibile caricare temi predefiniti."
"Can\'t load selected theme. Please check your media folder permissions.","Impossibile caricare il tema selezionato. Controlla i permessi della tua cartella media."
"Can\'t load XML.","Impossibile caricare XML."
"Can\'t open submission form.","Impossibile aprire modulo di richiesta."
"Can\'t read file ""%s"".","Impossibile leggere il file ""%s""."
"Can\'t remove the item.","Impossibile rimuovere l\'oggetto."
"Can\'t reset theme.","Impossibile resettare."
"Can\'t save address.","Impossibile salvare l\'indirizzo."
"Can\'t save the customer.","Impossibile salvare l'utente."
"Can\'t save theme.","Impossibile salvare l\'oggetto."
"Can\'t show configuration.","Impossibile mostrare le configurazioni."
"Can\'t specify product.","Impossibile specificare il prodotto."
"Can\'t submit application.","Impossibile inoltrare l\'applicazione."
"Can\'t update cart.","Impossibile aggiornare il carrello."
"Can\'t write to file ""%s"".","Impossibile scrivere sul file ""%s""."
"Cancel","Cancella"
"Canceled","Cancellato"
"Cancelled","Cancellato"
"Cannot apply gift card.","Impossibile applicare la carta regalo."
"Cannot load theme ""%s"".","Impossibile caricare il tema ""%s""."
"Cannot redeem Gift Card.","Impossibile riscattare la Carta Regalo."
"Cannot remove gift card.","Impossibile rimuovere la carta regalo."
"Cannot save theme ""%s"". Incorrect data received","Impossibile salvare il tema ""%s"". Ricevuti dati incorretti."
"Card Verification Number","Numero di verifica Carta"
"Card verification number is wrong","Numero di verifica Carta errato"
"Carrier","Spedizione"
"Cart","Carrello"
"Cart has been updated.","Carrello aggiornato."
"Cart has some errors.","Il carrello contiene errori."
"Cart is empty.","Il carrello è vuoto."
"Catalog Only App?","Catalogare solo App?"
"Category Button Color","Colore bottone categoria"
"Category Item Background Color","Colore sfondo della categoria dell'oggetto"
"Chairs","Chairs"
"Change Orientation","Cambia orientamento"
"Change Password","Cambia password"
"Changes have been saved to theme.","Le modifiche al tema sono state salvate."
"Checkout has been initialized.","Il pagamento è stato inizializzato"
"City","Città"
"Color Themes","Colore tema"
"Colors","Colori"
"Company","Compagnia"
"Completed","Completato"
"Confirm New Password","Conferma nuova password"
"Confirm Password","Conferma password"
"Connection to our mainteiner service: failed","Connessione al nostro servizio di manutenzione: fallito"
"Contact Email","Email del contatto"
"Contact Information","Informazioni sul contatto"
"Container is not defined.","Il contenitore non è definito."
"Content","Contenuto"
"Copyright","Copyright"
"Copyright Page Logo","Copyright  Logo pagina"
"Copyright Page Logo <br />(iPhone 4 retina)","Pagina logo Copyright <br />(iPhone 4 retina)"
"Countries Payment Applicable From","Pagamento applicabile ai seguenti paesi"
"Country","Paese"
"Country options don\'t recognized for """"%s"""".","Opzioni paese non riconosciute per """"%s""""."
"Coupon code %s is not valid.","Codice coupon  %s non valido."
"Coupon code %s was applied.","Codice coupon %s è stato applicato."
"Coupon code is empty.","Codice coupon vuoto."
"Coupon code was canceled.","Codice coupon cancellato."
"Creating a Template is allowed only for applications which have device type iPhone.","La creazione di un template è valido solo per le applicazioni che usano Iphone"
"Credit Card","Carta di credito"
"Credit Card %s","Carta di credito %s"
"Credit Card Number","Numero carta di credito"
"Credit card number does not match credit card type.","Il numero di carta di credito non corrisponde al tipo di carta."
"Credit Card Type","Tipo carta di credito"
"Current Balance: %s","Bilancio corrente: %s"
"Current Password","Password corrente"
"Currently, PayPal MEP is not available for the Android application","Attualemnte, PayPal MEP non è disponibile per le applicazioni Android"
"Custom App Icon","Icone App utente"
"Custom App Icon <br />(iPhone 4 retina)","Icona App personalizzata <br />(iPhone 4 retina)"
"Custom Colors","Colori utente"
"Customer authentication problem.","Problema di autenticazione utente."
"Customer balance available in enterprise version of Magento only.","Bilancio cliente disponibile solo nella versione enterprise di Magento"
"Customer balance is disabled for current store","Bilancio cliente è disabilitato per lo store attuale."
"Customer email not specified.","Email utente non specificata."
"Customer logout problem.","Problema logout utente"
"Customer not logged in.","Utente non loggato"
"Date","Data"
"Date Created","Data creata"
"Date Submitted","Data inviata"
"Date Updated","Data aggiornata"
"Day","Giorno"
"DD","gg"
"Deeper Messaging and Engagement with Rich Push.","Deeper Messaging and Engagement with Rich Push."
"Default Billing Address","Indirizzo di fatturazione predefinito"
"Default Shipping Address","Indirizzo di spedizione predefinito"
"Default Theme","Tema predefinito"
"Delete","Cancella"
"Delete theme","Cancella tema"
"Deleted","Cancellato"
"Description","Descrizione"
"Description that appears in Android Market. %s chars maximum.","Descrizoine che appare nell\'Android Market. %s caratteri massimo."
"Description that appears in the iTunes App Store. %s chars maximum. ","La descrizione del negozio iTunes App. può contenere massimo %s caratteri. "
"Deselect All","Deseleziona tutto"
"Design","Design"
"Device","Dispositivo"
"Device doesn\'t recognized: """"%s"""". Unable to load preview model.","Dispositivo non riconosciuto: """"%s"""". Impossibile caricare anteprima modello."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Dispositivo non riconosciuto: ""%s"". Impossibile caricare helper."
"Device doesn\'t recognized. Unable to load a template.","Dispositivo non riconosciuto. Impossibile caricare il template."
"Device Information","Informazioni dispositivo"
"Device Type","Tipo dispositivo"
"each","ciascuno"
"Edit","Modifica"
"Edit AirMail Message","Modifica messaggio AirMail."
"Edit AirMail Message Queue #%s","Modifica messaggio coda AirMail #%s"
"Edit App ""%s""","Modifica App ""%s"""
"Edit Filter","Modifica filtro"
"Edit Template ""%s""","Modifica template ""%s"""
"Element with id %s already exists","L\'elemento con id %s è già presente."
"Email","Email"
"Email Address","Indirizzo email"
"Enable AirMail Message Push notification","Attiva notifiche AirMail Message Push "
"Enable Facebook","Abilita Facebook"
"Enable Flurry Analytics","Attiva Flurry Analytics"
"Enable Flurry Analytics for the merchant.","Abilita Flurry Analytics per venditori."
"Enable LinkedIn","Abilita LinkedIn"
"Enable Standard Checkout","Attiva pagamento predefinito"
"Enable Twitter","Abilita Twitter"
"Error while processing file ""%s"".","Errore elaborazione file ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Errore durante lettura dati dal Payment Brige. Si prega di riprovare."
"Error while uploading file ""%s"".","Errore caricamento file ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Errore caricamento file ""%s"". Cambia tipo di file. Sono ammessi solo ""jpg"", ""jpeg"", ""gif"", ""png""."
"Error.","Errore."
"Expiration Date - Month","Data scadenza – Mese"
"Expiration Date - Year","Data scadenza – Anno"
"Expires: %s","Scadenza: %s"
"Extend the life of your app with Urban Airship Push Notifications.","Estendi la vita della tua applicazione con Urban Airship Push Notifications."
"Extensions","Estensioni"
"Facebook API","API Facebook"
"Facebook Application ID","ID apllicazione Facebook"
"Fax","Fax"
"File can\'t be uploaded.","Il file non può essere caricato."
"File doesn\'t exist ""%s"".","Il file non esiste ""%s""."
"FILTERS APPLIED","FILTRI APPLICATI"
"First Name","Nome"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Sito Flurry Analytics "
"Flurry API Code","Flurry codice API"
"Fonts","Fonts"
"Free","Gratis"
"Funk Leaf","Funk Leaf"
"General","Generale"
"Get Content from CMS Page","Ottieni contenuti dalla pagina CMS"
"Gift Card """"%s"""" was added.","La Carta Regalo """"%s"""" è stata aggiunta."
"Gift Card """"%s"""" was redeemed.","La Carta Regalo """"%s"""" è stata riscattata."
"Gift Card """"%s"""" was removed.","La Carta Regalo """"%s"""" è stata rimossa."
"Gift Card (%s)","La Carta Regalo (%s)"
"Gift card account available in enterprise version of Magento only.","Account Carta Regalo è disponibile solo per la versione enterprise di Magento."
"Gift Card amount applied to order: %s","Ammontare applicato con la Carta Regalo all\'ordine: %s"
"Gift Card code is empty.","Codice Carta Regalo è vuoto"
"Gift Card: %s","Carta Regalo %s"
"Grand Total (Excl. Tax)","Totale complessivo (tasse escluse)"
"Grand Total (Incl. Tax)","Totale complessivo (tasse incluse)"
"Guest","Ospite"
"Header Background Color","Colore sfondo Header"
"Header Font Color","Colore font Header Font "
"High Resolution Application Icon","Icona applicazione ad alta risoluzione"
"Home","Home"
"Hot Red","Hot Red"
"How do you rate this product?","Che ne pensi di questo prodotto?"
"How to incorporate Urban Airship within your application:","Come inserire Urban Airship alle tue applicazioni:"
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Le icone appariranno nel telefono dell\'utente dopo aver scaricato l\'app. Non è necessario applicare gradienti o bordi sfumati  (verrà fatto automaticamente da Apple).  Dimensioni raccomandate: 57px x 57px a 72 dpi."
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Icona che apparirà sul dispositivo dell\'utente dopo che avrà scaricato la tua applicazione. Dimensione consigliata: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icona che apparirà sul dispositivo dell\'utente dopo che avrà scaricato la tua applicazione. Non hai bisogno di applicare un gradiente o contorni sfumati (viene fatto automaticamente dalla Apple). Dimensione consigliata: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icona che apparirà sul telefono dell\'utente dopo che avrà scaricato la tua applicazione. Non hai bisogno di applicare un gradiente o contorni sfumati (viene fatto automaticamente dalla Apple). Dimensione consigliata: 114px x 114px."
"Icons","Icons"
"ID","ID"
"If leave this field empty, the message will be sent immediately","Lasciando quest\' area vuota, il messaggio verrà inviato immediatamente."
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Se vuoi disattivare la cache dal lato dell\'applicazione, lascia vuoto questo campo. Attenzione! Quando disabiliterai la cache, l\'applicazione impiegherà del tempo per caricare ogni pagina."
"Image file was not found.","File immagine non trovato."
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 1024px x 768px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","L\'immagine apparirà nel primo schermo quando l\'app sarà caricato. Dimensioni richieste: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 768px x 1024px."
"Images","Immagini"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""""%s"""" target=""""_blank"""">click here</a>.","Inoltre, clicca qui per visionare i Termini di Servizio di Urban Airship: <a href=""""%s"""" target=""""_blank"""">clicca qui</a>."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Al fine di inviare nuovamente la tua applicazione, è necessario acquistare prima un <a href=""%s"" target=""_blank"">%s</a> da MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Per poter inviare l\'applicazione, è necessario acquistare prima un <a href=""%s"" target=""_blank"">%s</a> da MagentoCommerce"
"In Queue","In coda"
"In Stock","Disponibile"
"Inactive Tabs","Pannelli inattivi"
"Invalid current password.","Password corrente non valida"
"Invalid customer data.","Dati utente non validi"
"Invalid data.","Informazione non valida"
"Invalid email address.","Indirizzo email non valido"
"Invalid item or wishlist.","Wishlist o oggetto non valido"
"Invalid login or password.","Login o password non validi"
"Invalid shipping method.","Metodo di spedizione non valido"
"Invalid XML.","XML non valido"
"iPad","iPad"
"iPhone","iPhone"
"Issue Number","Versione numero"
"It\'s not allowed to delete submitted application.","Non è possibile modificare applicazioni inviate"
"Item has been added to cart.","Oggetto inserito nel carrello"
"Item has been deleted from cart.","Oggetto eliminato dal carrello"
"Item has been removed from wishlist.","Oggetto rimosso dalla wishlist"
"Items were updated. But can\'t update wishlist.","Oggetti aggiornati. Ma impossibile aggiornare la wishlist"
"Key","Codice "
"Keywords","Parole chiave"
"Label","Etichetta"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Le icone grandi appariranno nel negozio applicazioni iTunes. Non devi applicare gradienti o bordi sfumati (verrà fatto automaticamente da Apple). Dimensioni richiese 512px x 512px."
"Large iTunes Icon","Icone grandi iTunes "
"Last Name","Last Name"
"LinkedIn API","API LinkedIn"
"LinkedIn API Key","Chiave API LinkedIn "
"LinkedIn Secret Key","Chiave segreta LinkedIn"
"Loader Splash Screen"," Splash Screen caricato"
"Loader Splash Screen <br />(iPhone 4 retina)","Loader Splash Screen <br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Loader Splash Screen <br />(modalità paesaggio)"
"Loader Splash Screen <br />(portrait mode)","Loader Splash Screen <br />(modalità ritratto)"
"Loading Preview...","Caricamento anteprima..."
"Locations","Località"
"Log In","Log In"
"Login and password are required.","Login e password richiesti"
"Logo in Header","Logo intestazione"
"Logo in Header image missing.","Manca il Logo nell\'immagine di intestazione."
"Logout complete.","Logout completato."
"M.I.","M.I."
"Mailbox title","Titolo Mailbox "
"Main Tabs","Pannelli principali"
"Make Inactive","Disattiva"
"Make this app available in the following territories","Rendi questa applicazione disponibile nei seguenti territori"
"Manage Apps","Gestione Apps"
"Manage Mobile App","Gestione Mobile App"
"Maximum length is 140","Lunghezza massima 140"
"Maximum length is 255","Lunghezza massima 255"
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""""%s"""">PayPal business account</a>","MEP è un metodo di pagamento PayPal per iPhone. Puoi scegliere di usare MEP insieme ai pagamenti standard, o usarlo come unico metodo di pagamento per Magento mobile. PayPal MEP richiede a <a href=""%s"">PayPal business account</a>"
"Merchant Label","Pannello venditore"
"Message can be edited when status of the message is """"IN QUEUE"""" only.""","Il messaggio può essere modificato solo quando il suo stato è “IN CODA” "
"Message content","Contenuto messaggio"
"Message Queue","Coda messaggio"
"Message Settings","Impostazione messaggio"
"Message Templates","Templates messaggio"
"Message Title","Titolo Message "
"Message title","Titolo messaggio"
"Message Type","Tipo Messaggio"
"MM","mm"
"Mobile","Mobile"
"Mobile Express Checkout has been canceled.","Checkout Mobile Express è stato cancellato."
"Mobile Express Checkout processed successfully","Checkout Mobile Express è stato concluso con successo."
"Month","Mese"
"More","Altro"
"More Info","Altre informazioni"
"More Tabs","More Tabs"
"Name on Card","Nome sulla carta"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","Nome che appare sotto l\'applicazione quando gli utenti la installano nel dispositivo. Si consiglia di scegliere un nome di 10-12 caratteri che i vostri clienti possa riconoscere. %s caratteri massimi"
"New AirMail Message","Nuovo messaggio AirMail "
"New AirMail Message Queue","Nuovo messaggio  AirMail in coda"
"New App","Nuova App"
"New Password","Nuova password"
"New Template","Nuovo template"
"Nickname","Nickname"
"No items were specifed to update.","Nessun oggetto specificato da aggiornare"
"No items were updated.","Nessun oggetto aggiornato"
"No Payment Information Required","Nessuna informazione sul pagamento obbligatorio"
"No product selected.","Nessun prodotto selezionato."
"No shipping method required.","Nessun metodo di spedizione obbligatorio"
"No such file ""%s"".","Nessun file ""%s""."
"Not Submitted","Non inviato"
"Notice","Nota"
"One or more keywords that describe your app. Keywords are matched to users\` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Una o più parole chiave descrivono la tua applicazione. Le parole chiave sono associato alle ricerche del negozio applicazioni e aiutano ad ottenere risultati di ricerca accurati. Separate parole chiave multiple con le virgole. 100 caratteri è il massimo."
"Onepage checkout is disabled.","Il pagamento Onepage è disattivato"
"Only custom theme can be deleted","Solo i temi personalizzati possono essere eliminati"
"Only default theme can be reset","Solo i temi predefiniti possono essere resettati"
"Only free apps are allowed in this version.","Sono disponibili soltanto applicazioni gratuite per questa versione"
"Only registered users can write reviews. Please, log in or register.","Solo gli utenti registrati possono scrivere le recensioni. Accedi o registrati."
"Options menu items","Opzioni menù oggetti"
"Order #%s - %s","Ordine #%s - %s"
"Order Date: %s","Data Ordine: %s"
"Order id is not specified.","ID Ordine non specificato"
"Order is not available.","Ordine non disponibile"
"Ordered","Ordinato"
"Output format is not specified. Please, specify """"format"""" key in constructor, or set it using setFormat().","Formato output non è specificato. Specifica la chiave """"format"""" in costruzione, o impostalo usando setFormat()."
"Pages","Pagine"
"Password","Password"
"Password fields cannot be empty.","Il campo Password è vuoto"
"Payer Email: %s","Email pagante: %s"
"Payment Applicable From","Pagamento applicabile da"
"Payment Bridge module unavailable.","Modulo Payment Bridge non disponibile."
"Payment Method","Medoto di pagamento"
"Payment Method has been set.","Metodo di pagamento impostata"
"Payment method was successfully set.","Metodo di pagamento impostata con successo"
"Payment Methods","Metodo di pagamento "
"PayPal MECL is the mobile version of PayPal\'s Express Checkout service. You can choose to use MECL alongside standard checkout, or use it as your only checkout method for Magento Mobile.","PayPal MECL è la versione mobile del Checkout Express di Paypal. Puoi scegliere di usare MECL come pagamento standard oppure di utilizzarlo come metodo solo nel Checkout di Magento Mobile."
"PayPal MEP","PayPal MEP"
"Paypal MEP doesn\'t support checkout with any discount.","Paypal MEP non supporta checkout con qualsiasi sconto"
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"PayPal Mobile Express Checkout","Paypal Mobile Express Checkout"
"PayPal Mobile Express Checkout Library (MECL)","PayPal Mobile Express Checkout Library (MECL)"
"PayPal Mobile Express Checkout Token does not exist.","PayPal Mobile Express Checkout Token non esiste."
"Please <a href=""""%s"""" target=""""_blank"""">click here</a> to see how to setup and retrieve API credentials.","<a href=""""%s"""" target=""""_blank"""">Clicca qui</a> per vedere come configurare e recuperare le credenziali API."
"Please agree to all the terms and conditions before placing the order.","Accettare tutti i termini e le condizioni prima di immettere l\'ordine"
"Please create and save an application first.","Crea e salva prima un\'applicazione."
"Please enter ""App Title"".","Inserire ""Titolo App""."
"Please enter a valid date.","Inserisci una data valida"
"Please enter a valid email address. For example johndoe@domain.com.","Inserisci un indirizzo email valido. Per esempio johndoe@dominio.com"
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://)","Inserisci un URL valido. E' richiesto un protocollo (http://, https:// o ftp://)"
"Please enter issue number or start date for switch/solo card type.","Inserire il numero di emissione o la data di inizio per carte di tipo switch/solo."
"Please enter the Activation Key.","Inserire codice di attivazione."
"Please enter the Copyright.","Inserire Copyright."
"Please enter the Description.","Inserire la descrizione."
"Please enter the Price.","Inserire prezzo."
"Please enter the Resubmission Key.","Inserire la Resubmission Key."
"Please enter the Title.","Inserire il titolo."
"Please make sure your passwords match.","Controlla che la tua password sia corretta."
"Please select an option.","Scegli una opzione."
"Please Select Application","Selezione applicazione"
"Please select at least one country.","Seleziona almeno un paese"
"Please Select Device Type","Selezionare tipo di dispositivo"
"Please upload  an image for """"Banner on Home Screen (landscape mode)"""" field from Design Tab.","Carica immagine per ""banner nella home  (modalità paesaggio)"" dal campo pannello Design."
"Please upload  an image for """"Banner on Home Screen (portrait mode)"""" field from Design Tab.","Carica immagine per ""banner nella home  (modalità ritratto)"" dal campo pannello Design."
